id,treat,code_pay,role,group,hidden_number,report1,duplicate,ranking
29,VCTM3,7egjrquc6nc2biba,P1,5682660772,7,7,1,6
30,VCTM3,gdf5l6pq6nc2biba,P1,4684508533,7,7,1,6
31,VCTM3,8afq8pku6nc2biba,P1,4653046425,8,8,1,7
32,VCTM3,jdh9hvaq6nc2biba,P1,7778430228,8,8,1,7
33,VCTM3,4xix2fmx6nc2biba,P1,6314150420,8,8,1,7
34,VCTM3,dyqyeq9c6nc2biba,P1,2596255926,8,8,1,7
35,VCTM3,fir1hv0y6nc2biba,P1,1980113770,8,8,1,7
36,VCTM3,vgarp7b06nc2biba,P1,9902925615,8,8,1,7
37,VCTM3,cvvls5aw6nc2biba,P1,1292937688,8,8,1,7
38,VCTM3,4zle6rcd6nc2biba,P1,9847741918,12,12,1,7
39,VCTM3,5c9f7tit6nc2biba,P1,3771112010,12,12,1,7
40,VCTM3,193mj9b96nc2biba,P1,8318144254,8,12,1,7
41,VCTM3,0pmi9iu46nc2biba,P1,2143382220,8,12,1,7
42,VCTM3,k3q7lez56nc2biba,P1,9886766084,6,12,1,7
43,VCTM3,b3v8et6z6nc2biba,P1,4217674473,11,12,1,7
44,VCTM3,l5nov9e56nc2biba,P1,2268325067,10,12,1,7
45,VCTM3,15asm4td6nc2biba,P1,2120168633,9,9,1,8
46,VCTM3,j6unafc86nc2biba,P1,2780375113,9,9,1,8
47,VCTM3,k5h2kq6k6nc2biba,P1,4641707896,9,9,1,8
48,VCTM3,zl6o4ivq6nc2biba,P1,3673477777,9,9,1,8
49,VCTM3,ijrl9qz86nc2biba,P1,9487939433,9,9,1,8
50,VCTM3,o35qrfvg6nc2biba,P1,4326117282,9,9,1,8
51,VCTM3,zdm8uyoz6nc2biba,P1,8659870355,9,9,1,8
52,VCTM3,hap5qzv46nc2biba,P1,3447906315,9,9,1,8
53,VCTM3,gtcf46jn6nc2biba,P1,5053447158,11,30,1,8
54,VCTM3,ehs5skiw6nc2biba,P1,9176687830,6,30,1,8
55,VCTM3,soyyge666nc2biba,P1,8978432014,8,30,1,8
56,VCTM3,9a47seql6nc2biba,P1,4645441142,7,30,1,8
57,VCTM3,ivhx3otg6nc2biba,P1,4329716890,8,30,1,8
58,VCTM3,9747wizn6nc2biba,P1,7480901680,8,30,1,8
59,VCTM3,w56noj466nc2biba,P1,1446436501,11,30,1,8
60,VCTM3,3rvb8ouz6nc2biba,P1,1474789854,11,30,1,8
61,VCTM3,5pg6aszr6nc2biba,P1,5940284493,10,10,1,9
62,VCTM3,uah24tev6nc2biba,P1,2796030302,10,10,1,9
63,VCTM3,t5iaejn06nc2biba,P1,1487595661,10,10,1,9
64,VCTM3,ei8i1s4v6nc2biba,P1,2229247677,10,10,1,9
65,VCTM3,bmn395po6nc2biba,P1,4080722630,10,10,1,9
66,VCTM3,au7ychfe6nc2biba,P1,4255403512,10,10,1,9
67,VCTM3,t4mjvz0z6nc2biba,P1,6612993841,10,10,1,9
68,VCTM3,se81mphd6nc2biba,P1,2092122399,10,10,1,9
69,VCTM3,yk3tj30c6nc2biba,P1,7380741490,10,10,1,9
70,VCTM3,3w9kcspb6nc2biba,P1,2217625495,11,11,1,14
71,VCTM3,rp35cdww6nc2biba,P1,7569427615,11,11,1,14
72,VCTM3,5qsto83g6nc2biba,P1,5417633475,11,11,1,14
73,VCTM3,gkmdqwzg6nc2biba,P1,4859756759,11,11,1,14
74,VCTM3,hs3nswmn6nc2biba,P1,6347034517,11,11,1,14
75,VCTM3,rwvgstm86nc2biba,P1,1692692483,6,11,1,14
76,VCTM3,qpj32y906nc2biba,P1,6242701602,11,11,1,14
77,VCTM3,d45ohuqt6nc2biba,P1,6543820761,11,11,1,14
78,VCTM3,5641c30l6nc2biba,P1,8859607509,11,11,1,14
79,VCTM3,8su9m00v6nc2biba,P1,5434840864,11,11,1,14
80,VCTM3,smtnf4w26nc2biba,P1,4904293288,11,11,1,14
81,VCTM3,83qodcwg6nc2biba,P1,6616784729,11,11,1,14
82,VCTM3,dr3r54am6nc2biba,P1,7935492887,11,11,1,14
83,VCTM3,61f06mic6nc2biba,P1,7760096477,11,11,1,14
84,VCTM3,rp35cdww6nc2biba,P1,7569427615,11,11,2,14
85,VCTM3,61f06mic6nc2biba,P1,7760096477,11,11,2,14
86,VCTM3,d45ohuqt6nc2biba,P1,6543820761,11,11,2,14
87,VCTM3,gkmdqwzg6nc2biba,P1,4859756759,11,11,2,14
88,VCTM3,rwvgstm86nc2biba,P1,1692692483,6,11,2,14
89,VCTM3,5641c30l6nc2biba,P1,8859607509,11,11,2,14
90,VCTM3,dr3r54am6nc2biba,P1,7935492887,11,11,2,14
91,VCTM3,3w9kcspb6nc2biba,P1,2217625495,11,11,2,14
92,VCTM3,5qsto83g6nc2biba,P1,5417633475,11,11,2,14
93,VCTM3,83qodcwg6nc2biba,P1,6616784729,11,11,2,14
94,VCTM3,hs3nswmn6nc2biba,P1,6347034517,11,11,2,14
95,VCTM3,smtnf4w26nc2biba,P1,4904293288,11,11,2,14
96,VCTM3,qpj32y906nc2biba,P1,6242701602,11,11,2,14
97,VCTM3,8su9m00v6nc2biba,P1,5434840864,11,11,2,14
98,VCTM3,se81mphd6nc2biba,P1,2092122399,10,10,2,9
99,VCTM3,bmn395po6nc2biba,P1,4080722630,10,10,2,9
100,VCTM3,t4mjvz0z6nc2biba,P1,6612993841,10,10,2,9
101,VCTM3,au7ychfe6nc2biba,P1,4255403512,10,10,2,9
102,VCTM3,ei8i1s4v6nc2biba,P1,2229247677,10,10,2,9
103,VCTM3,5pg6aszr6nc2biba,P1,5940284493,10,10,2,9
104,VCTM3,uah24tev6nc2biba,P1,2796030302,10,10,2,9
105,VCTM3,t5iaejn06nc2biba,P1,1487595661,10,10,2,9
106,VCTM3,yk3tj30c6nc2biba,P1,7380741490,10,10,2,9
107,VCTM3,9747wizn6nc2biba,P1,7480901680,8,30,2,8
108,VCTM3,w56noj466nc2biba,P1,1446436501,11,30,2,8
109,VCTM3,ehs5skiw6nc2biba,P1,9176687830,6,30,2,8
110,VCTM3,gtcf46jn6nc2biba,P1,5053447158,11,30,2,8
111,VCTM3,3rvb8ouz6nc2biba,P1,1474789854,11,30,2,8
112,VCTM3,ivhx3otg6nc2biba,P1,4329716890,8,30,2,8
113,VCTM3,soyyge666nc2biba,P1,8978432014,8,30,2,8
114,VCTM3,9a47seql6nc2biba,P1,4645441142,7,30,2,8
115,VCTM3,zdm8uyoz6nc2biba,P1,8659870355,9,9,2,8
116,VCTM3,ijrl9qz86nc2biba,P1,9487939433,9,9,2,8
117,VCTM3,o35qrfvg6nc2biba,P1,4326117282,9,9,2,8
118,VCTM3,15asm4td6nc2biba,P1,2120168633,9,9,2,8
119,VCTM3,k5h2kq6k6nc2biba,P1,4641707896,9,9,2,8
120,VCTM3,hap5qzv46nc2biba,P1,3447906315,9,9,2,8
121,VCTM3,zl6o4ivq6nc2biba,P1,3673477777,9,9,2,8
122,VCTM3,j6unafc86nc2biba,P1,2780375113,9,9,2,8
123,VCTM3,k3q7lez56nc2biba,P1,9886766084,6,12,2,7
124,VCTM3,l5nov9e56nc2biba,P1,2268325067,10,12,2,7
125,VCTM3,193mj9b96nc2biba,P1,8318144254,8,12,2,7
126,VCTM3,4zle6rcd6nc2biba,P1,9847741918,12,12,2,7
127,VCTM3,b3v8et6z6nc2biba,P1,4217674473,11,12,2,7
128,VCTM3,5c9f7tit6nc2biba,P1,3771112010,12,12,2,7
129,VCTM3,0pmi9iu46nc2biba,P1,2143382220,8,12,2,7
130,VCTM3,fir1hv0y6nc2biba,P1,1980113770,8,8,2,7
131,VCTM3,8afq8pku6nc2biba,P1,4653046425,8,8,2,7
132,VCTM3,cvvls5aw6nc2biba,P1,1292937688,8,8,2,7
133,VCTM3,4xix2fmx6nc2biba,P1,6314150420,8,8,2,7
134,VCTM3,vgarp7b06nc2biba,P1,9902925615,8,8,2,7
135,VCTM3,dyqyeq9c6nc2biba,P1,2596255926,8,8,2,7
136,VCTM3,jdh9hvaq6nc2biba,P1,7778430228,8,8,2,7
137,VCTM3,7egjrquc6nc2biba,P1,5682660772,7,7,2,6
138,VCTM3,0vooi66r6nc2biba,P1,8749843287,7,7,2,6
139,VCTM3,i1c85g8x6nc2biba,P1,3781121678,7,7,2,6
140,VCTM3,gdf5l6pq6nc2biba,P1,4684508533,7,7,2,6
141,VCTM3,z08l49wc6nc2biba,P1,2323589030,7,7,2,6
142,VCTM3,xcc9eyws6nc2biba,P1,8186561616,7,7,2,6
143,VCTM3,bxwmac8e6nc2biba,P1,8640489920,25,25,2,5
144,VCTM3,g4s1z89q6nc2biba,P1,3727116766,25,25,2,5
145,VCTM3,1klmhoq96nc2biba,P1,6997717081,25,25,2,5
146,VCTM3,9hgfb4vg6nc2biba,P1,9658448250,25,25,2,5
147,VCTM3,9a56nxms6nc2biba,P1,6214172108,8,25,2,5
148,VCTM3,6r8ra7j46nc2biba,P1,5404696637,14,14,2,4
149,VCTM3,h0ijnz2v6nc2biba,P1,5860424248,14,14,2,4
150,VCTM3,mbsntbyn6nc2biba,P1,7947126751,14,14,2,4
151,VCTM3,d99mt25g6nc2biba,P1,5790943941,14,14,2,4
152,VCTM3,1ddj9yy36nc2biba,P1,7285394057,6,6,2,4
153,VCTM3,qc3h2tie6nc2biba,P1,2471196597,6,6,2,4
154,VCTM3,f0bu38196nc2biba,P1,3398682869,6,6,2,4
155,VCTM3,rmehdl8z6nc2biba,P1,8780493416,6,6,2,4
156,VCTM3,7066ivdl6nc2biba,P1,2041558150,11,28,2,2
157,VCTM3,lixpvz186nc2biba,P1,2037427464,11,28,2,2
158,VCTM3,mh70q2iq6nc2biba,P1,5896017922,26,26,2,2
159,VCTM3,8retsqc56nc2biba,P1,7925140574,26,26,2,2
160,VCTM3,t0odwkh16nc2biba,P1,1531254326,13,18,2,2
161,VCTM3,85f3nbal6nc2biba,P1,3348292343,10,18,2,2
162,VCTM3,h54x07sn6nc2biba,P1,7879072030,13,13,2,2
163,VCTM3,xbdqanns6nc2biba,P1,6363223281,13,13,2,2
164,VCTM3,f2qz0oak6nc2biba,P1,8336963149,22,22,2,1
165,VCTM3,d0cfxj4a6nc2biba,P1,6725039433,20,20,2,1
166,VCTM3,pa31dg7r6nc2biba,P1,9622978964,2,2,2,1
